Class,CompletedDate,Latitude,Longitude,Installer
Single family,2016-06-30,47.67355468,-122.40133914,SUNERGY SYSTEMS
Single family,2018-01-17,47.56726649,-122.38970822,WEST SEATTLE ELECTRIC & SOLAR
Single family,2012-05-23,47.69420741,-122.31674521,A&R SOLAR
Single family,2016-07-06,47.51182804,-122.2526133,SME INC OF SEATTLE
Single family,2016-07-22,47.720157210000004,-122.32822694,NA
Single family,2012-07-12,47.64581533,-122.30545938,SUNERGY SYSTEMS
Single family,2015-04-08,47.70759736,-122.35843717,FORECAST ROOFING & SOLAR
Single family,2013-02-13,47.59721609,-122.2934698,SUNERGY SYSTEMS
Single family,2011-05-26,47.63072418,-122.3634541,SUNERGY SYSTEMS
Single family,2016-01-22,47.67890335,-122.38253362,EARL CHILDS
Single family,2009-12-31,47.53811595,-122.26619305,CISCO ELECTRIC INCORPORATED
Single family,2019-12-17,47.6699602,-122.30625932,"PINNACLE ROOFING PROFESSIONALS, LLC"
Single family,2013-10-14,47.67062192,-122.32434452,EARL CHILDS
Single family,2017-01-12,47.69225335,-122.36125808,SUNERGY SYSTEMS
Single family,2012-01-11,47.63797912,-122.36603315,EARL CHILDS
Single family,2015-04-28,47.67659113,-122.38458351,SUNERGY SYSTEMS
Single family,2015-06-18,47.67467002,-122.306821,PUGET SOUND SOLAR
Single family,2019-12-23,47.67197549,-122.28342984,ARTISAN ELECTRIC INC
Single family,2017-10-02,47.69483495,-122.32334813,A&R SOLAR
Single family,2011-09-15,47.63402722,-122.37200968,SUNERGY SYSTEMS
Single family,2019-09-06,47.6851213,-122.32065783,NORTHWEST ELECTRIC & SOLAR
Single family,2010-06-23,47.56648941,-122.40608003,PEAK ELECTRIC INC
Single family,2015-05-20,47.61321866,-122.284715,EARL CHILDS
Single family,2016-12-27,47.69599315,-122.38397531,ARTISAN ELECTRIC INC
Single family,2017-10-09,47.54864889,-122.26129512,A&R SOLAR
Single family,2016-10-24,47.67791709,-122.3711203,PRO-STAT ELECTRIC
Single family,2018-04-03,47.5473995,-122.39665033,NORTHWEST ELECTRIC & SOLAR
Single family,2016-05-18,47.55035135,-122.37739235,SUNERGY SYSTEMS
Single family,2013-07-30,47.66766233,-122.35905533,PUGET SOUND SOLAR
Single family,2014-06-18,47.53373121,-122.28324132,ARTISAN ELECTRIC INC
Multifamily,2019-10-02,47.62568886,-122.34808215,PUGET SOUND SOLAR
Single family,2012-10-18,47.57011316,-122.40355697,ARTISAN ELECTRIC INC
Single family,2017-03-29,47.66201951,-122.35929863,EARL CHILDS
Single family,2019-01-30,47.65453982,-122.33111297,NORTHWEST ELECTRIC & SOLAR
Single family,2014-02-26,47.56671521,-122.28586392,PUGET SOUND SOLAR
Single family,2018-05-03,47.60941591,-122.30595261,NORTHWEST ELECTRIC & SOLAR
Single family,2012-12-03,47.71928637,-122.36798539,SUNERGY SYSTEMS
Single family,2011-11-22,47.69400796,-122.28871292,EARL CHILDS
Single family,2016-09-22,47.55436658,-122.37663523,NA
Single family,2018-11-29,47.680004340000004,-122.3986599,PUGET SOUND SOLAR
Single family,2010-05-25,47.59938145,-122.33198119,PUGET SOUND SOLAR
Single family,2013-04-15,47.69600701,-122.38318599,ARTISAN ELECTRIC INC
Single family,2019-05-24,47.53775159,-122.36699373,PUGET SOUND SOLAR
Single family,2014-09-29,47.67099643,-122.41198604,SME INC OF SEATTLE
Single family,2012-12-18,47.70025647,-122.38446178,EARL CHILDS
Single family,2012-04-06,47.62213883,-122.29026925,EARL CHILDS
Single family,2016-09-14,47.59219435,-122.29715263,ARTISAN ELECTRIC INC
Single family,2019-01-25,47.6980341,-122.35171722,SUNERGY SYSTEMS
Single family,2018-04-18,47.70376075,-122.31374056,SUNERGY SYSTEMS
Multifamily,2019-04-26,47.67988715,-122.31789626,PUGET SOUND SOLAR
Single family,2015-06-19,47.64007887,-122.3080146,UPRIGHT ELECTRICAL SERVICES
Single family,2011-09-27,47.54795979,-122.35543742,SUNERGY SYSTEMS
Single family,2019-05-14,47.64053208,-122.37523515,NORTHWEST ELECTRIC & SOLAR
Multifamily,2015-05-05,47.65234451,-122.34620783,A&R SOLAR
Single family,2013-08-07,47.69927876,-122.38789158,PUGET SOUND SOLAR
Single family,2016-09-22,47.70165889,-122.35358752,SUNERGY SYSTEMS
Single family,2017-12-13,47.70971677,-122.27962527,PUGET SOUND SOLAR
Single family,2018-01-24,47.63120841,-122.30962401,PUGET SOUND SOLAR
Single family,2019-12-23,47.52609771,-122.26070653,PUGET SOUND SOLAR
Single family,2012-05-10,47.65545789,-122.3560075,EARL CHILDS
Single family,2017-10-05,47.66441976,-122.2796913,PUGET SOUND SOLAR
Single family,2014-02-14,47.56102702,-122.39465683,SUNERGY SYSTEMS
Single family,2014-05-29,47.58730876,-122.29339287,ARTISAN ELECTRIC INC
Single family,2015-02-09,47.62889987,-122.28376972,A&R SOLAR
Single family,2009-01-21,47.67711095,-122.34881815,NICHOLSON ELECTRIC LLC
Single family,2016-06-15,47.66776761,-122.33437054,PINNACLE ROOFING PROFESS LLC
Single family,2019-03-07,47.63458848,-122.318714,NORTHWEST ELECTRIC & SOLAR
Single family,2012-11-14,47.70102746,-122.37956493,EARL CHILDS
Single family,2017-06-01,47.70855679,-122.37360028,ARTISAN ELECTRIC INC
Single family,2012-07-30,47.67422262,-122.3074229,SUNERGY SYSTEMS
Single family,2017-04-19,47.54351614,-122.28056541,PUGET SOUND SOLAR
Single family,2012-07-25,47.52551115,-122.39317463,ARTISAN ELECTRIC INC
Single family,2013-10-14,47.67920662,-122.27205402,JEFF A SCHATZ
Single family,2016-12-09,47.52044137,-122.35203853,WEST SEATTLE ELECTRIC & SOLAR
Single family,2012-12-11,47.61146742,-122.28750844,PUGET SOUND SOLAR
Single family,2017-08-14,47.68029217,-122.37118868,PUGET SOUND SOLAR
Single family,2018-02-27,47.57845779,-122.30838729,PUGET SOUND SOLAR
Single family,2012-10-11,47.55649194,-122.39139502,ARTISAN ELECTRIC INC
Single family,2014-09-23,47.52720954,-122.38896544,JMS ELECTRIC LLC
Single family,2016-05-25,47.54997936,-122.32122388,ARTISAN ELECTRIC INC
Single family,2016-03-10,47.63506871,-122.36800207,ARTISAN ELECTRIC INC
Single family,2019-05-10,47.55284147,-122.2707875,Solterra Global LLC
Single family,2016-04-15,47.67048435,-122.39078894,A&R SOLAR
Single family,2019-09-27,47.64031492,-122.36195573,SUNERGY SYSTEMS
Single family,2013-05-29,47.68749469,-122.35710563,PUGET SOUND SOLAR
Single family,2013-05-22,47.65378404,-122.33718552,EARL CHILDS
Single family,2013-10-31,47.72015463,-122.3585757,JEFF A SCHATZ
Single family,2019-04-25,47.66045508,-122.33766104,PUGET SOUND SOLAR
Single family,2019-01-31,47.58803941,-122.30921649,WEST SEATTLE ELECTRIC & SOLAR
Single family,2017-10-16,47.62240036,-122.30972884,PUGET SOUND SOLAR
Single family,2011-05-13,47.63493154,-122.36960818,SUNERGY SYSTEMS
Single family,2016-10-03,47.64443686,-122.38788222,NA
Single family,2012-08-17,47.66551851,-122.32704055,WEST SEATTLE ELECTRIC & SOLAR
Single family,2013-12-26,47.56079972,-122.2685475,EARL CHILDS
Single family,2019-07-31,47.66451749,-122.35477097,SUNERGY SYSTEMS
Single family,2015-04-10,47.67842651,-122.35918317,SUNERGY SYSTEMS
Single family,2013-03-21,47.68561901,-122.36351893,SUNERGY SYSTEMS
Single family,2013-05-14,47.68793175,-122.39924013,PUGET SOUND SOLAR
Single family,2014-12-23,47.56727831,-122.28259279,ARTISAN ELECTRIC INC
Single family,2015-04-20,47.70776165,-122.36919664,EARL CHILDS
Single family,2014-01-24,47.51016578,-122.23760365,PUGET SOUND SOLAR
Single family,2017-11-20,47.56313475,-122.39185347,PUGET SOUND SOLAR
Single family,2018-12-18,47.67348581,-122.31462849,Forecast Roofing & Solar LLC
Single family,2017-06-07,47.51920733,-122.26556144,SOLTERRA GLOBAL LLC
Single family,2017-09-21,47.55321737,-122.37729913,WEST SEATTLE ELECTRIC & SOLAR
Single family,2018-06-28,47.6837274,-122.31066247,SOLTERRA GLOBAL LLC
Single family,2015-08-17,47.71805134,-122.36864726,A&R SOLAR
Single family,2019-10-31,47.62833461,-122.35328588,NORTHWEST ELECTRIC & SOLAR
Single family,2006-02-09,47.68504662,-122.30417458,E & F ELECTRIC INCORPORATED
Single family,2014-06-17,47.56426454,-122.29191077,PUGET SOUND SOLAR
Single family,2016-10-03,47.55841724,-122.36107039,EARL CHILDS
Single family,2006-05-24,47.66926193,-122.28661736,AMC Electric
Single family,2012-11-01,47.64063023,-122.35596494,SUNERGY SYSTEMS
Single family,2017-08-11,47.69838652,-122.39740502,PUGET SOUND SOLAR
Single family,2016-11-08,47.65782357,-122.34057617,ARTISAN ELECTRIC INC
Single family,2019-09-03,47.67679033,-122.40020491,Solterra Global LLC
Single family,2019-09-26,47.57922001,-122.40306906000001,ARTISAN ELECTRIC INC
Single family,2014-07-29,47.70304621,-122.37168881,A&R SOLAR
Single family,2019-10-08,47.67217304,-122.38133626,Solterra Global LLC
Single family,2009-10-01,47.64094533,-122.35791496,PUGET SOUND SOLAR
Single family,2019-09-26,47.52227531,-122.28348737,SUNERGY SYSTEMS
Single family,2016-08-10,47.58026596,-122.29384674,ARTISAN ELECTRIC INC
Single family,2018-05-24,47.60693058,-122.28973139,PUGET SOUND SOLAR
Single family,2011-07-20,47.63286197,-122.36865941,SUNERGY SYSTEMS
Single family,2017-08-17,47.62208705,-122.30437139,PUGET SOUND SOLAR
Single family,2016-04-11,47.58659662,-122.39700819,ARTISAN ELECTRIC INC
Single family,2016-10-27,47.53380283,-122.3843308,A&R SOLAR
Single family,2019-11-07,47.57451089,-122.38433449,PUGET SOUND SOLAR
Single family,2013-02-27,47.71799162,-122.36055815,ARTISAN ELECTRIC INC
Single family,2017-11-13,47.60749975,-122.29124118,PUGET SOUND SOLAR
Multifamily,2012-08-21,47.64976756,-122.38307616,PUGET SOUND SOLAR
Single family,2004-04-16,47.56853603,-122.35882133,E & F ELECTRIC INCORPORATED
Single family,2014-01-17,47.63851121,-122.30909327,ARTISAN ELECTRIC INC
Single family,2014-04-28,47.55132637,-122.2686746,ARTISAN ELECTRIC INC
Single family,2015-03-13,47.63378936,-122.31214208,WEST SEATTLE ELECTRIC & SOLAR
Single family,2014-11-14,47.63647499,-122.39369959,AMBER ELECT TECHNOLOGIES INC
Single family,2014-03-06,47.60519788,-122.31185619,PUGET SOUND SOLAR
Single family,2015-02-03,47.57781276,-122.40301871,PUGET SOUND SOLAR
Single family,2015-07-14,47.56006383,-122.26740914,EARL CHILDS
Single family,2016-02-05,47.57831731,-122.39172153,SME INC OF SEATTLE
Single family,2014-04-17,47.66744481,-122.26537336,ARTISAN ELECTRIC INC
Single family,2005-09-28,47.66751504,-122.36023503,NA
Single family,2019-02-06,47.66347633,-122.36181257,Galaxy Electric & Solar LLC
Single family,2015-11-25,47.63112381,-122.30204302,ARTISAN ELECTRIC INC
Single family,2015-04-23,47.66231421,-122.26820582,"SMART ENERGY TODAY, INC"
Single family,2013-01-30,47.68307988,-122.35931623,EARL CHILDS
Single family,2010-05-16,47.63187373,-122.30961852,PUGET SOUND SOLAR
Single family,2015-04-06,47.66297364,-122.35860427,EARL CHILDS
Single family,2013-08-01,47.611706,-122.31517576,SME INC OF SEATTLE
Single family,2012-05-24,47.69443771,-122.32278294,A&R SOLAR
Multifamily,2011-01-24,47.6665826,-122.38118441,SOLAR EPIPHANY LLC
Single family,2014-12-08,47.51044636,-122.38810266,ARTISAN ELECTRIC INC
Single family,2019-03-22,47.67451549,-122.35919727,NA
Single family,2019-05-29,47.70234966,-122.29108324,ARTISAN ELECTRIC INC
Single family,2017-11-06,47.69567804,-122.32152793,A&R SOLAR
Single family,2012-04-10,47.62577603,-122.30075353,A&R SOLAR
Single family,2015-04-07,47.66617261,-122.35992111,WEST SEATTLE ELECTRIC & SOLAR
Single family,2014-09-11,47.68165997,-122.35242999,NORTHWEST ELECTRIC & SOLAR
Single family,2015-09-16,47.58292873,-122.3835549,WEST SEATTLE ELECTRIC & SOLAR
Single family,2019-07-15,47.5189197,-122.38586836,NA
Single family,2015-02-09,47.71678443,-122.34998028,SUNERGY SYSTEMS
Single family,2015-09-02,47.62309637,-122.31166091,PUGET SOUND SOLAR
Single family,2014-01-23,47.5686557,-122.28535087,ARTISAN ELECTRIC INC
Single family,2011-08-18,47.63659474,-122.36929953,SUNERGY SYSTEMS
Single family,2014-12-03,47.67887468,-122.37056151,A&R SOLAR
Single family,2015-11-16,47.67237836,-122.40006395,SUNERGY SYSTEMS
Single family,2013-05-21,47.6870922,-122.33730509,NA
Single family,2013-02-12,47.67351667,-122.30520578,SUNERGY SYSTEMS
Single family,2019-10-16,47.70561001,-122.36731089,NA
Single family,2013-06-03,47.67109683,-122.36888462,PUGET SOUND SOLAR
Single family,2014-02-04,47.6143927,-122.32760321,ARTISAN ELECTRIC INC
Single family,2009-01-23,47.51471542,-122.25207465,NORTHWEST MECHANICAL INC
Single family,2018-09-07,47.50984302,-122.38077522,A&R SOLAR
Multifamily,2017-07-06,47.62603942,-122.32163015,SME INC OF SEATTLE
Single family,2016-12-27,47.67600224,-122.27995193,SME INC OF SEATTLE
Single family,2014-10-21,47.66954474,-122.32384587,A&R SOLAR
Single family,2019-09-06,47.69084493,-122.33537642,ARTISAN ELECTRIC INC
Single family,2019-03-20,47.68282248,-122.3775839,SUNERGY SYSTEMS
Single family,2012-01-06,47.63100561,-122.30827334,SUNERGY SYSTEMS
Single family,2014-01-10,47.57608917,-122.28800445,PUGET SOUND SOLAR
Single family,2011-09-06,47.67252192,-122.36462102,SUNERGY SYSTEMS
Single family,2014-05-29,47.57490497,-122.28856018,ARTISAN ELECTRIC INC
Single family,2019-12-19,47.60070104,-122.29608139,Sphere Solar Energy
Single family,2017-12-13,47.55522556,-122.3068399,PUGET SOUND SOLAR
Single family,2013-09-10,47.67004461,-122.39657767,PUGET SOUND SOLAR
Single family,2017-01-25,47.69287206,-122.3101498,A&R SOLAR
Single family,2012-06-06,47.65276593,-122.33483084,A&R SOLAR
Single family,2016-06-16,47.6900502,-122.32784026,ARTISAN ELECTRIC INC
Single family,2018-01-24,47.60180895,-122.29700203,PUGET SOUND SOLAR
Single family,2018-06-07,47.72347576,-122.36265854,WEST SEATTLE ELECTRIC & SOLAR
Single family,2013-05-28,47.64177595,-122.35417185,SUNERGY SYSTEMS
Single family,2019-09-11,47.6405834,-122.36937238,PUGET SOUND SOLAR
Single family,2012-08-07,47.51487525,-122.3798957,ARTISAN ELECTRIC INC
Single family,2014-09-25,47.72048537,-122.36941789,PUGET SOUND SOLAR
Single family,2013-10-24,47.65652369,-122.27125924,PUGET SOUND SOLAR
Single family,2016-05-16,47.51690547,-122.25542101,PRO-STAT ELECTRIC
Single family,2012-07-12,47.6945772,-122.29650557,SME INC OF SEATTLE
Single family,2015-12-29,47.66736064,-122.2703398,A&R SOLAR
Single family,2007-10-25,47.67501335,-122.30401077,E & F ELECTRIC INCORPORATED
Single family,2015-10-29,47.70072806,-122.34789274,A&R SOLAR
Single family,2014-05-21,47.67515392,-122.36216587,SUNERGY SYSTEMS
Multifamily,2006-06-14,47.56469299,-122.29716598,SOUND POWER INC
Single family,2016-06-03,47.5391062,-122.37926199,PUGET SOUND SOLAR
Single family,2015-04-20,47.67752217,-122.40252317,EARL CHILDS
Single family,2015-07-06,47.57417187,-122.37674816,WEST SEATTLE ELECTRIC & SOLAR
Single family,2017-11-16,47.52589668,-122.38456193,WEST SEATTLE ELECTRIC & SOLAR
Single family,2014-01-06,47.62578663,-122.301752,ARTISAN ELECTRIC INC
Single family,2014-10-01,47.69834451,-122.31330194,PUGET SOUND SOLAR
Single family,2013-08-22,47.69369228,-122.33750702,A&R SOLAR
Single family,2012-03-09,47.71174182,-122.32186281,SME INC OF SEATTLE
Single family,2015-02-24,47.54708834,-122.38418712000001,WEST SEATTLE ELECTRIC & SOLAR
Single family,2019-03-05,47.59215149,-122.29794488,OFFSET SOLAR LLC
Single family,2014-12-18,47.54985693,-122.39147679,ARTISAN ELECTRIC INC
Single family,2019-09-25,47.67014268,-122.28339847,PUGET SOUND SOLAR
Single family,2013-04-24,47.57614646,-122.40625381,NA
Single family,2014-01-22,47.53323405,-122.28358957,ARTISAN ELECTRIC INC
Single family,2014-06-05,47.68875379,-122.30346271,SUNERGY SYSTEMS
Single family,2014-03-10,47.67851442,-122.38357544,NORTHWEST ELECTRIC & SOLAR
Single family,2013-09-23,47.66692715,-122.33612762,PUGET SOUND SOLAR
Multifamily,2012-05-10,47.614975,-122.32109221,A&R SOLAR
Single family,2016-05-06,47.53777454,-122.36857802,WEST SEATTLE ELECTRIC & SOLAR
Single family,2019-05-10,47.57453864,-122.38972731,WEST SEATTLE ELECTRIC & SOLAR
Single family,2005-05-11,47.72568631,-122.35529687,SOUND POWER INC
Multifamily,2017-04-20,47.65141462,-122.34319685,HAGGARD ELECTRICAL CONTRACTING
Single family,2019-08-29,47.71918822,-122.36737746,Forecast Roofing & Solar LLC
Single family,2014-06-23,47.63761247,-122.35929556,SUNERGY SYSTEMS
Single family,2015-01-27,47.54795979,-122.35543742,ARTISAN ELECTRIC INC
Single family,2010-10-25,47.72787545,-122.36357996,SUNERGY SYSTEMS
Single family,2019-12-20,47.68527035,-122.3621073,Solterra Global LLC
Single family,2013-12-18,47.54895675,-122.26541254,PUGET SOUND SOLAR
Single family,2014-02-12,47.55675879,-122.29713153,ARTISAN ELECTRIC INC
Single family,2013-08-19,47.68233174,-122.38141807,EARL CHILDS
Single family,2017-09-21,47.67690984,-122.27127549,PUGET SOUND SOLAR
Single family,2013-06-12,47.68931278,-122.35147542,ARTISAN ELECTRIC INC
Single family,2014-09-18,47.54534453,-122.38022187,EARL CHILDS
Single family,2006-06-14,47.69898731,-122.39698176,SOUND POWER INC
Single family,2017-09-27,47.64648906,-122.32118959,SME INC OF SEATTLE
Single family,2014-11-03,47.64010846,-122.32206171,A&R SOLAR
Single family,2014-06-02,47.57042887,-122.28530044,ARTISAN ELECTRIC INC
Single family,2015-11-17,47.67380163,-122.28666791,PUGET SOUND SOLAR
Single family,2017-03-23,47.67308118,-122.32647468,A&R SOLAR
Single family,2018-06-15,47.72956466,-122.37211604,A&R SOLAR
Single family,2012-06-21,47.5239707,-122.38834931,ARTISAN ELECTRIC INC
Single family,2015-10-13,47.65616821,-122.28647403,A&R SOLAR
Single family,2012-05-29,47.56236697,-122.39055767,ARTISAN ELECTRIC INC
Single family,2017-03-09,47.51264193,-122.38210971,WEST SEATTLE ELECTRIC & SOLAR
Single family,2015-04-23,47.58447019,-122.38745164,ARTISAN ELECTRIC INC
Single family,2018-08-23,47.6660309,-122.35567395,A&R SOLAR
Multifamily,2019-03-28,47.6154329,-122.34652095,SME INC OF SEATTLE
Single family,2019-08-14,47.54585154,-122.27092373,PUGET SOUND SOLAR
Single family,2013-02-12,47.65445946,-122.33240444,SUNERGY SYSTEMS
Single family,2013-02-27,47.55685447,-122.26660912,NORTHWEST MECHANICAL INC
Single family,2014-04-24,47.55884042,-122.26913634,PUGET SOUND SOLAR
Single family,2015-04-27,47.70454154,-122.3605432,NORTHWEST ELECTRIC & SOLAR
Single family,2014-06-17,47.5643051,-122.31826949,ARTISAN ELECTRIC INC
Single family,2015-03-11,47.55333908,-122.35453924,PUGET SOUND SOLAR
Single family,2018-08-31,47.66736755,-122.36434391,SUNERGY SYSTEMS
Single family,2014-04-04,47.73212693,-122.28807391,EARL CHILDS
Single family,2012-08-24,47.69515068,-122.27553103,PUGET SOUND SOLAR
Single family,2013-07-12,47.66580318,-122.28054623,ARTISAN ELECTRIC INC
Single family,2008-07-01,47.67277081,-122.25733758,PUGET SOUND SOLAR
Single family,2014-11-06,47.56909231,-122.28049051,PUGET SOUND SOLAR
Single family,2018-05-07,47.69147989,-122.35314259,FORECAST ROOFING & SOLAR
Multifamily,2015-02-12,47.54426021,-122.36746378,ARTISAN ELECTRIC INC
Multifamily,2018-10-17,47.5705447,-122.31369408,Forecast Roofing & Solar LLC
Single family,2017-06-14,47.67418978,-122.31173205,PUGET SOUND SOLAR
Multifamily,2017-10-12,47.67435685,-122.38789064,ARTISAN ELECTRIC INC
Single family,2018-04-25,47.53537197,-122.37170394,SME INC OF SEATTLE
Single family,2013-04-02,47.67369159,-122.39958939,GALAXY ELECTRIC & SOLAR LLC
Single family,2015-11-24,47.72129113,-122.3639118,NORTHWEST ELECTRIC & SOLAR
Single family,2014-11-24,47.61438317,-122.30461186,A&R SOLAR
Single family,2015-04-13,47.52187899,-122.37159088,A&R SOLAR
Single family,2018-05-24,47.68241247,-122.32743573,SOLTERRA GLOBAL LLC
Single family,2006-03-02,47.64402308,-122.41651174,E & F ELECTRIC INCORPORATED
Single family,2017-10-06,47.7123588,-122.28958693,NORTHWEST ELECTRIC & SOLAR
Single family,2013-02-20,47.70891962,-122.3539592,SUNERGY SYSTEMS
Single family,2014-03-04,47.56441726,-122.28413535,ARTISAN ELECTRIC INC
Single family,2014-10-29,47.53463766,-122.38816741,ARTISAN ELECTRIC INC
Single family,2011-11-14,47.70294653,-122.3191562,NA
Single family,2015-06-09,47.66658959,-122.36927901,SUNERGY SYSTEMS
Single family,2011-02-10,47.65638297,-122.35369873,PUGET SOUND SOLAR
Single family,2013-05-29,47.71947061,-122.33115958,ARTISAN ELECTRIC INC
Single family,2018-11-30,47.66589931,-122.27046584,NORTHWEST ELECTRIC & SOLAR
Single family,2016-04-28,47.60503035,-122.29290053,PUGET SOUND SOLAR
Single family,2014-09-17,47.56373818,-122.29200909,PUGET SOUND SOLAR
Multifamily,2013-03-18,47.56434544,-122.2969454,ARTISAN ELECTRIC INC
Single family,2015-12-22,47.66463645,-122.32941672,EARL CHILDS
Single family,2014-12-04,47.65815672,-122.33895091,SUNERGY SYSTEMS
Single family,2015-03-10,47.57804777,-122.37678422,A&R SOLAR
Single family,2007-08-13,47.59365468,-122.299321,NORTH CITY ELECTRIC
Single family,2018-11-08,47.69022766,-122.38621484,A&R SOLAR
Single family,2017-01-30,47.57333426,-122.29996226,ARTISAN ELECTRIC INC
Single family,2015-10-14,47.52695352,-122.38317106,SME INC OF SEATTLE
Single family,2015-06-11,47.72054096,-122.3739541,SME INC OF SEATTLE
Single family,2017-09-19,47.56600104,-122.37272296,"ECOTECH ENERGY SYSTEMS, LLC"
Single family,2013-07-16,47.60611305,-122.28983081,SUNERGY SYSTEMS
Single family,2015-03-25,47.54373363,-122.27328119,EARL CHILDS
Single family,2014-10-23,47.5566771,-122.39852341,ARTISAN ELECTRIC INC
Single family,2015-08-10,47.67146263,-122.28836838,PUGET SOUND SOLAR
Single family,2017-09-07,47.67372446,-122.40274159,PUGET SOUND SOLAR
Single family,2017-01-06,47.52499925,-122.37628314,WEST SEATTLE ELECTRIC & SOLAR
Single family,2015-10-27,47.64677122,-122.37389218,ARTISAN ELECTRIC INC
Single family,2013-07-17,47.67063009,-122.40137924,PUGET SOUND SOLAR
Single family,2015-02-09,47.69238894,-122.31572014,EARL CHILDS
Multifamily,2019-10-18,47.62394459,-122.31912588,PUGET SOUND SOLAR
Single family,2015-07-21,47.63776238,-122.30251798,SME INC OF SEATTLE
Single family,2013-01-22,47.70067295,-122.38440624,SUNERGY SYSTEMS
Single family,2010-02-01,47.5474918,-122.26107103,SUNERGY SYSTEMS
Single family,2013-08-01,47.66282059,-122.33202884,BOLT ELECTRIC INCORPORATED
Single family,2019-11-26,47.62000216,-122.2887142,Sun Path Electric LLC
Single family,2019-01-29,47.58282072,-122.39006446,SUNERGY SYSTEMS
Single family,2018-03-08,47.50386229,-122.25855795,A&R SOLAR
Single family,2012-05-31,47.7113557,-122.3505081,PRO-STAT ELECTRIC
Single family,2016-10-11,47.553746339999996,-122.27009323,A&R SOLAR
Single family,2014-04-30,47.6230311,-122.30391809,ARTISAN ELECTRIC INC
Single family,2015-04-27,47.53145129,-122.34652241,PUGET SOUND SOLAR
Single family,2012-04-18,47.67958836,-122.27566632,SME INC OF SEATTLE
Single family,2016-06-09,47.66808213,-122.28543183,SME INC OF SEATTLE
Single family,2016-10-11,47.66519438,-122.33029379,SUNERGY SYSTEMS
Single family,2017-04-27,47.56320601,-122.39250119,PUGET SOUND SOLAR
Single family,2015-04-01,47.69708833,-122.2815824,SME INC OF SEATTLE
Single family,2015-12-30,47.69681407,-122.29902821,A&R SOLAR
Single family,2019-03-22,47.67451549,-122.35919727,NA
Single family,2019-03-26,47.70899978,-122.34992261,Solterra Global LLC
Single family,2006-02-10,47.67014268,-122.28339847,E & F ELECTRIC INCORPORATED
Single family,2016-10-18,47.59730347,-122.30680659,PUGET SOUND SOLAR
Single family,2016-08-09,47.62958082,-122.34836787,SUNERGY SYSTEMS
Single family,2011-11-29,47.64576669,-122.38442621,PUGET SOUND SOLAR
Single family,2013-07-16,47.65653894,-122.35235778,ARTISAN ELECTRIC INC
Single family,2014-03-14,47.55656149,-122.26563612,ARTISAN ELECTRIC INC
Single family,2019-07-26,47.68590823,-122.38571747,"PINNACLE ROOFING PROFESSIONALS, LLC"
Single family,2018-06-05,47.63286752,-122.37071178,PUGET SOUND SOLAR
Single family,2016-01-13,47.62772363,-122.28585086,PUGET SOUND SOLAR
Single family,2007-12-04,47.54960692,-122.39555859,SOUND POWER INC
Single family,2018-06-29,47.68570797,-122.3797569,A&R SOLAR
Single family,2015-02-26,47.71946653,-122.28423768,ARTISAN ELECTRIC INC
Single family,2019-12-19,47.68175333,-122.37071674,ARTISAN ELECTRIC INC
Single family,2018-04-09,47.56691628,-122.29598619,PUGET SOUND SOLAR
Single family,2013-08-30,47.68297725,-122.36095593,PUGET SOUND SOLAR
Single family,2013-03-11,47.65718012,-122.35406787,EARL CHILDS
Single family,2011-10-04,47.56199177,-122.29201605,PUGET SOUND SOLAR
Single family,2018-02-13,47.69729587,-122.36176047,SYNERGY ELECTRIC + TECHNOLOGY
Multifamily,2013-03-11,47.60299333,-122.30612798,FULLER ELECTRIC INCORPORATED
Single family,2019-05-08,47.71516596,-122.31496098,Solterra Global LLC
Single family,2009-01-06,47.61284875,-122.28177148,NA
Single family,2017-05-01,47.67192902,-122.39929989,NA
Single family,2008-08-05,47.6324745,-122.27887808,PUGET SOUND SOLAR
Single family,2015-03-11,47.53028186,-122.35669016,ARTISAN ELECTRIC INC
Single family,2018-09-06,47.52315456,-122.38270195,A&R SOLAR
Single family,2018-12-04,47.6560057,-122.35288339,SUNERGY SYSTEMS
Single family,2014-06-25,47.62501823,-122.32632496,ARTISAN ELECTRIC INC
Single family,2016-10-11,47.51012298,-122.39312113,ARTISAN ELECTRIC INC
Single family,2013-04-12,47.67911102,-122.3546733,SUNERGY SYSTEMS
Single family,2018-09-13,47.57875704,-122.40419719,PUGET SOUND SOLAR
Single family,2016-10-20,47.56952166,-122.39515134,SUNERGY SYSTEMS
Single family,2011-05-11,47.63272849,-122.36862924,SUNERGY SYSTEMS
Single family,2013-10-23,47.69640129,-122.35698737,ARTISAN ELECTRIC INC
Single family,2012-08-21,47.72378634,-122.28359151,PUGET SOUND SOLAR
Single family,2017-09-25,47.67981618,-122.38621936,A&R SOLAR
Single family,2018-06-22,47.5233478,-122.35309909,SOLX CORP
Single family,2015-05-07,47.60663727,-122.2901916,EARL CHILDS
Single family,2018-04-12,47.54657337,-122.27023149,A&R SOLAR
Single family,2016-09-22,47.66524804,-122.36555683,SUNERGY SYSTEMS
Single family,2013-01-23,47.67642869,-122.3971692,SUNERGY SYSTEMS
Single family,2019-12-20,47.65004274,-122.38947079,GALAXY ELECTRIC & SOLAR LLC
Single family,2014-04-30,47.67201778,-122.35752127,PUGET SOUND SOLAR
Single family,2017-02-10,47.62668483,-122.30637978,EARL CHILDS
